"id","stream_name","habitat_value","map_link","image_view_url","pscis_status","barrier_status","barriers_bt_dnstr","bt_network_km","bt_stream_km","bt_lakereservoir_ha","bt_wetland_ha","bt_slopeclass03_waterbodies_km","bt_slopeclass03_km","bt_slopeclass05_km","bt_slopeclass08_km","bt_slopeclass15_km","bt_spawning_km","bt_rearing_km","bt_spawning_belowupstrbarriers_km","bt_rearing_belowupstrbarriers_km","utm_easting","utm_northing","gradient_gis","road_name","outlet_drop","channel_width","assessment_comment","geometry"
"1003702746","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.56","8.14","0","0","0.42","0.77","2.14","2.67","1.99","1.54","2.49","0.2","0.21","536100","6026204","0.0584","","","","","[object Object]"
"1003702747","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","2.99","2.78","0","0","0.18","0.77","1.37","0","0.67","0","2.13","0","0.8","536561","6026272","0.0358","","","","","[object Object]"
"1003702752","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","119.48","104.34","0","0","14.41","44.89","23.81","19.76","15.42","11.32","26.33","4.53","9.64","505430","6059135","0","","","","","[object Object]"
"1003702755","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","12.5","12.5","0","0","0","3.87","2.18","1.93","3.33","1.38","1.74","1.38","1.65","506175","6060202","0.0391","","","","","[object Object]"
"1003702767","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","16.83","12.7","0","0","4.04","5.71","4.55","2.21","0.24","1.5","3.49","1.5","3.31","497672","6066149","0.0182","","","","","[object Object]"
"1003702780","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","28.09","21.8","0","0","5.96","10.85","6.24","4.04","0.95","3.03","7.32","1.07","2.68","520055","6028323","0.0183","","","","","[object Object]"
"1003702785","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","39.93","34.42","0","0","5.35","10.74","8.79","7.17","7.89","8.24","12.02","6.86","8.25","526913","6028406","0.0225","","","","","[object Object]"
"1003702807","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.14","7.14","0","0","0","0.49","1.31","3.12","2.21","0","1.15","0","0.64","507442","6056299","0.0286","","","","","[object Object]"
"1003702816","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.58","6.02","0","0","1.53","3.05","2.13","0.87","0","1.68","4.42","1.68","3.18","521801","6023168","0.0567","","","","","[object Object]"
"1003702819","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","17.35","14.15","0","0","3.11","3.09","4.83","3.2","3.02","1.1","5.74","1.1","3.98","522885","6028814","0.005","","","","","[object Object]"
"1003702823","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","130.06","116.8","0","0","12.3","40.92","34.74","29.41","12.08","17.39","25.4","1.97","2.88","489017","6057159","0.0032","","","","","[object Object]"
"1003702826","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","14.12","11.57","0","0","2.41","3.68","0.29","3.41","4.07","1.97","4.18","1.97","4.18","543522","6037288","0.0117","","","","","[object Object]"
"1003702868","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.81","2.98","0","0","0.82","0.11","0.17","1.08","1.62","0","1.52","0","1.52","533547","6041116","0.0551","","","","","[object Object]"
"1003702869","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","28.38","24.78","0","0","3.44","8.17","7.39","5.21","4.01","5.78","8.96","0.58","0.58","491430","6060498","0.0319","","","","","[object Object]"
"1003702871","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","2.69","2.3","0","0","0.39","2.3","0","0","0","0","1.29","0","1.29","519712","6010656","0","","","","","[object Object]"
"1003702885","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","10.58","8.11","0","0","2.33","6.12","2.09","0.04","0","0.27","1.63","0.27","0.42","501148","6057590","0.0051","","","","","[object Object]"
"1003702889","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.49","15.97","0","0","1.84","9.24","4.7","2.21","0.02","1.33","4.39","1.33","3.64","499598","6060449","0.0695","","","","","[object Object]"
"1003702919","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","13.08","11.41","0","0","1.65","1.07","3.82","2.69","3.76","0.64","2.24","0.39","0.38","509943","6040985","0.0103","","","","","[object Object]"
"1003702923","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","24.54","21.25","0","0","2.96","1.94","11.04","6.76","1.82","1.1","6.02","1.1","5.35","510773","6040572","0.0348","","","","","[object Object]"
"1003702924","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","36.45","28.96","0","0","7.27","17.33","8.9","1.2","1.62","5.12","10.22","1.26","5.47","510983","6040497","0.0159","","","","","[object Object]"
"1003702928","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.03","3.03","0","0","0","2.89","0.14","0","0","1.09","1.09","1.09","1.09","512320","6037455","0","","","","","[object Object]"
"1003702929","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.07","2.74","0","0","0.33","0.84","0.79","0","1.11","1.63","1.96","0.51","0.84","515709","6038661","0.0061","","","","","[object Object]"
"1003702934","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","86.82","74.74","0","0","10.62","9.38","17.15","24.49","23.8","7.54","16.41","6.32","14.19","527663","6050575","0.0092","","","","","[object Object]"
"1003702959","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","70.57","54.84","0","0","15.55","41.61","8.67","3.59","1.15","3.57","11.41","1.25","4.16","494179","6055954","0","","","","","[object Object]"
"1003702962","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","45.26","34.07","0","0","10.54","7.79","8.23","8.64","9.58","4.52","14.12","2.77","6.65","545661","6036240","0.0027","","","","","[object Object]"
"1003702964","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","6.72","5.11","0","0","1.34","0.3","1.74","1.5","1.85","0.19","1.46","0.19","1.46","547297","6037146","0.0048","","","","","[object Object]"
"1003702968","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.65","7.04","0","0","1.34","0.75","1.74","2.95","1.87","0.26","1.52","0.07","0.06","546920","6037158","0.035","","","","","[object Object]"
"1003702977","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","27.8","24.21","0","0","3.44","8.17","6.81","5.21","4.01","5.2","8.38","1.63","2.81","491297","6060858","0.0118","","","","","[object Object]"
"1003702979","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","20","17.84","0","0","2.04","4.36","5.91","4.07","3.47","2.63","4.63","1.66","2.87","490007","6062373","0.0039","","","","","[object Object]"
"1003702985","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","51.5","42.94","0","0","8.08","21.18","10.9","7.12","4.06","8.11","14.44","2.33","3.84","493514","6060376","0.0012","","","","","[object Object]"
"1003702993","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","75.57","68.86","0","0","5.83","16.94","22.84","15.91","13.18","22.3","27.82","5.94","7.57","512259","6032706","0","","","","","[object Object]"
"1003703003","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","14.82","10.62","0","0","4.18","4.85","1.96","1.29","2.54","1.38","3.77","0.88","3.01","530319","6030703","0.0202","","","","","[object Object]"
"1003703037","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","11.05","10.55","0","0","0.5","2.82","2.36","4.57","0.8","0.22","1.91","0.22","1.91","487138","6062659","0.0206","","","","","[object Object]"
"1003703042","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","56.95","44.76","0","0","11.44","24.43","13.19","6.59","1.15","9.49","18.24","3.92","4.8","521174","6031791","0.0137","","","","","[object Object]"
"1003703043","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","15.89","13.38","0","0","2.17","5.69","5.34","2.38","0.2","2.54","6.12","0.68","1.32","520511","6030385","0.0055","","","","","[object Object]"
"1003703047","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","9.33","7.65","0","0","1.54","3.43","2.22","1.85","0.2","1.86","4.8","1.86","4.13","519674","6030172","0","","","","","[object Object]"
"1003703050","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","1.56","1.56","0","0","0","1.26","0.3","0","0","0","1.56","0","1.26","546487","6035721","0.0229","","","","","[object Object]"
"1003703055","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","17.52","16.43","0","0","0.8","7.46","4.44","4.14","0.67","0.76","1.64","0.76","1.64","499583","6063858","0.0223","","","","","[object Object]"
"1003703059","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","55.27","45.75","0","0","9.02","21.77","11.13","8.53","4.67","8.7","15.96","0.59","1.52","494682","6060360","0.0102","","","","","[object Object]"
"1003703069","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.46","3.63","0","0","0.82","0.11","0.75","1.15","1.62","0","2.17","0","0.58","532930","6041109","0.0344","","","","","[object Object]"
"1003703075","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","59.32","47.13","0","0","11.44","25.86","13.19","7.45","1.24","10.92","19.67","1.43","1.43","520304","6032743","0.0169","","","","","[object Object]"
"1003703077","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","12.75","10.74","0","0","1.97","6.28","2.06","1.55","0.89","3.18","5.39","3.18","5.39","519660","6032803","0.0098","","","","","[object Object]"
"1003703138","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","27.09","22.16","0","0","4.75","2.04","6.22","8.4","5.59","0.45","4.12","0.45","4.12","517082","6032540","0","","","","","[object Object]"
"1003703148","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","27.61","26.56","0","0","0.86","3.5","3.37","3.01","14.34","3.58","4.82","3.53","4.05","509653","6074998","0.0176","","","","","[object Object]"
"1003703154","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.33","15.47","0","0","2.75","4.31","3.58","2.88","4.23","1.75","2.07","1.54","1.59","522783","6056713","0.0319","","","","","[object Object]"
"1003703164","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","6","6","0","0","0","0.12","2.33","2.41","1.15","1.39","1.69","0.58","0.88","507692","6030333","0.0444","","","","","[object Object]"
"1003703168","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.37","3.09","0","0","0.2","0","1.41","0.91","0.84","0","1.81","0","1.81","531056","6034614","0.0098","","","","","[object Object]"
"1003703203","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.63","5.63","0","0","0","0","1.04","4.03","0.56","0","1.04","0","1.04","514491","6042441","0.0557","","","","","[object Object]"
"1003703209","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","122.88","97.51","0","0","23.98","42.03","30.86","17.83","7.93","18.43","36.35","1.92","5.04","518241","6034397","0.0089","","","","","[object Object]"
"1003703222","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.83","3.9","0","0","0.91","1.54","1.2","0.05","1.13","2.04","2.86","0","0.05","516257","6039297","0.0196","","","","","[object Object]"
"1003703237","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.45","5.18","0","0","0.27","0","1.95","1.01","1.66","1.34","2.28","0.84","1.32","535960","6026341","0.0506","","","","","[object Object]"
"1003703249","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.45","4.5","0","0","0.78","3.47","0.51","0.7","0","0","1.64","0","1.64","490921","6059806","0.0109","","","","","[object Object]"
"1003703251","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","16.78","15.95","0","0","0.33","4.24","4.4","3.99","3.32","1.96","2.52","1.96","2.52","485621","6057327","0.0268","","","","","[object Object]"
"1003703259","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.55","4.13","0","0","0.3","2.45","1.02","0.26","0.52","0","1.03","0","0.82","519622","6027113","0.0176","","","","","[object Object]"
"1003703265","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","12.73","9.36","0","0","3.2","5.85","1.59","1.67","0.37","1.96","3.12","1.96","3.12","519960","6027015","0.0355","","","","","[object Object]"
"1003703272","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","11.77","11","0","0","0.65","2.4","3.9","1.48","3.17","0.97","1.76","0.42","0.42","488174","6064029","0.0264","","","","","[object Object]"
"1003703274","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","10.71","10.12","0","0","0.48","2.33","3.44","1.14","3.17","0.55","1.34","0.47","0.48","488100","6064396","0.0395","","","","","[object Object]"
"1003703287","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","185.25","165.55","0","0","18.73","67.06","32.58","31.39","31.02","17.37","38.5","4.67","10.26","505087","6063265","0.0125","","","","","[object Object]"
"1003703290","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","27.26","26.57","0","0","0.62","4","3.12","5.67","11.33","1.85","1.92","1.85","1.92","505345","6063873","0.0246","","","","","[object Object]"
"1003703294","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","23.09","21.67","0","0","1.31","1.1","1.82","5.89","8.04","0.2","2.95","0.2","2.95","510132","6066588","0.0347","","","","","[object Object]"
"1003703305","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.44","4.56","0","0","0.88","0.68","1.1","1.1","1.68","0","1.2","0","1.2","522589","6026353","0.0084","","","","","[object Object]"
"1003703316","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","17.96","15.26","0","0","2.4","6.73","3.64","2.95","2.32","5.77","9.77","5.77","8.85","526468","6028088","0","","","","","[object Object]"
"1003703319","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","84.14","65.62","0","0","17.56","11.55","10.57","24.99","17.02","10.46","28.23","4.51","14.25","536910","6033382","0.009","","","","","[object Object]"
"1003703324","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","124.36","100.09","0","0","23.21","32.1","21.28","19.84","26.02","22.45","42.36","0.38","0.38","519254","6038651","0.0052","","","","","[object Object]"
"1003703332","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","6.79","6.08","0","0","0.7","4.51","0.89","0.68","0","0","1.11","0","1.11","504023","6062961","0.0217","","","","","[object Object]"
"1003703344","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","105.89","79.57","0","0","24.33","16.96","12.58","18.49","32.12","8.38","28.89","1.89","10.59","541712","6041062","0.0132","","","","","[object Object]"
"1003703352","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.61","4.21","0","0","0.4","0.96","0.97","0.47","1.56","1.24","1.47","1.24","1.47","549064","6040802","0.0089","","","","","[object Object]"
"1003703358","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","27.89","22.11","0","0","5.16","1.44","6.13","8.1","6.56","1.15","6.74","1.15","6.74","536943","6038019","0.0008","","","","","[object Object]"
"1003703374","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","158.49","133.22","0","0","23.07","20.58","28.86","40.33","41.76","15.07","28.91","0.29","0.28","520870","6054718","0.0153","","","","","[object Object]"
"1003703376","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","121.7","99.06","0","0","21.58","31.08","21.28","19.84","26.02","21.43","39.7","0.08","0.88","521411","6037968","0","","","","","[object Object]"
"1003703379","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.88","16.02","0","0","2.75","4.31","4.14","2.88","4.23","2.3","2.63","0.55","0.56","522498","6057135","0.0491","","","","","[object Object]"
"1003703392","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","11.78","9.25","0","0","2.53","8.83","0.33","0.1","0","1.23","4.07","0.32","0.51","520325","6012222","0","","","","","[object Object]"
"1003703395","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","19.02","18.53","0","0","0.49","7.08","3.7","4.24","3.51","2.82","4.98","0.28","0.29","519018","6049437","0.0275","","","","","[object Object]"
"1003703396","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","17.73","14.98","0","0","2.55","2.49","3.59","3.87","4.88","0.98","2.99","0.79","1.99","520281","6040877","0","","","","","[object Object]"
"1003703397","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.83","2.8","0","0","0.93","2.72","0.17","0","0","0.34","1.21","0.34","1.21","518396","6046224","0.0119","","","","","[object Object]"
"1003703400","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.33","6.62","0","0","0.65","2.07","2.1","2.5","0","0.34","1.08","0.34","1.08","518884","6048931","0","","","","","[object Object]"
"1003703401","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.52","2.25","0","0","1.21","0.45","0","0.22","1.47","0.21","1.54","0.01","0.01","519507","6042073","0.0188","","","","","[object Object]"
"1003703402","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","9.04","8.83","0","0","0.21","3.19","4.21","0.84","0.59","0","1.55","0","0.32","519396","6053048","0.0391","","","","","[object Object]"
"1003703406","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","59.57","33.63","0","0","25.75","24.01","7.2","1.66","0.77","9.4","24.09","0.14","0.77","523890","6017467","0","","","","","[object Object]"
"1003703407","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.95","1.53","0","0","2.15","1.39","0.1","0.04","0","1.49","3.95","0.09","0.09","524145","6015411","0","","","","","[object Object]"
"1003703410","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.72","3.09","0","0","0.63","2.19","0.03","0.09","0.78","2.22","2.85","0.03","0.03","522656","6022233","0.0355","","","","","[object Object]"
"1003703412","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","192.7","154.42","0","0","39.94","52.88","31.86","26.94","36.07","40.62","68.97","2.09","3.34","523447","6025500","0","","","","","[object Object]"
"1003703414","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.28","4.21","0","0","0.07","3.7","0.51","0","0","0","1.25","0","0.08","514969","6016536","0.0136","","","","","[object Object]"
"1003703417","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.27","0.84","0","0","2.15","0.75","0.1","0","0","0.84","3.27","0.09","0.1","524749","6015221","0.0357","","","","","[object Object]"
"1003703421","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","16.48","13.67","0","0","2.78","8.55","2.7","1.91","0.54","2.41","3.7","2.41","3.7","514791","6029992","0.0204","","","","","[object Object]"
"1003703431","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","36.24","30.49","0","0","5.59","11.48","7.26","4.87","6.51","2.06","7.37","0.64","0.64","505973","6053960","0.009","","","","","[object Object]"
"1003703432","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.24","5.86","0","0","1.38","2.01","2.41","1.45","0","0.8","2.5","0.8","2.36","509815","6024029","0.0224","","","","","[object Object]"
"1003703446","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","13.9","10.74","0","0","2.63","1.69","3.17","1.01","5.17","2.98","5.17","1.36","3.01","541771","6041245","0.0557","","","","","[object Object]"
"1003703449","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.73","4.81","0","0","0.84","1.12","0.78","1","1.76","1.62","2.16","0.69","0.8","543859","6040038","0.0321","","","","","[object Object]"
"1003703453","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","11.93","9.13","0","0","2.7","1.96","2.19","3.33","1.57","1.49","3.55","0.39","1","548971","6035813","0.0199","","","","","[object Object]"
"1003703459","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","28.17","26.92","0","0","1.19","2.41","8.48","7.6","7.56","3.37","4.39","2.84","2.84","513766","6067297","0.0135","","","","","[object Object]"
"1003703461","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.12","3.68","0","0","0.39","0.44","0.53","1","1.76","0.93","1.36","0.93","1.36","544404","6039567","0.0146","","","","","[object Object]"
"1003703497","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","22.16","18.76","0","0","3.37","11.32","5.01","1.91","0.54","4.07","5.35","1.66","1.65","513888","6030720","0.0322","","","","","[object Object]"
"1003703500","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","17.41","14.07","0","0","3.21","5.92","3.74","1.26","3.19","0.95","3.41","0.95","2.28","507219","6052236","0.0198","","","","","[object Object]"
"1003703511","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","9.36","9.13","0","0","0.24","0.84","0.91","0.87","5.81","0.91","1.36","0.91","1.16","508980","6035750","0.0085","","","","","[object Object]"
