"id","stream_name","habitat_value","map_link","image_view_url","pscis_status","barrier_status","barriers_bt_dnstr","bt_network_km","bt_stream_km","bt_lakereservoir_ha","bt_wetland_ha","bt_slopeclass03_waterbodies_km","bt_slopeclass03_km","bt_slopeclass05_km","bt_slopeclass08_km","bt_slopeclass15_km","bt_spawning_km","bt_rearing_km","bt_spawning_belowupstrbarriers_km","bt_rearing_belowupstrbarriers_km","utm_easting","utm_northing","gradient_gis","road_name","outlet_drop","channel_width","assessment_comment","geometry"
"1003700735","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","134.14","115.68","0","0","17.89","42.89","34.19","26.01","12.64","17.56","35","0.16","0.17","513439","6047395","0.0248","","","","","[object Object]"
"1003700740","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","133.98","115.52","0","0","17.89","42.72","34.19","26.01","12.64","17.4","34.83","1.51","1.5","513468","6047253","0.012","","","","","[object Object]"
"1003700745","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.82","3.55","0","0","1.21","1.75","0","0.22","1.47","1.51","2.84","0.64","0.64","518781","6042968","0.0097","","","","","[object Object]"
"1003700756","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.38","4.11","0","0","1.21","2.32","0","0.22","1.47","2.08","3.41","0.52","0.52","518495","6043292","0.0222","","","","","[object Object]"
"1003700759","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.86","3.59","0","0","1.21","1.8","0","0.22","1.47","1.56","2.89","0.05","0.05","518754","6042998","0.0097","","","","","[object Object]"
"1003700761","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","127.46","102.17","0","0","24.22","34.19","21.28","19.84","26.02","24.29","44.62","1.84","2.26","517959","6039673","0","","","","","[object Object]"
"1003700764","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","14.07","12.16","0","0","1.91","5.35","3.37","0.94","2.44","4.36","6.97","0.55","1.36","513509","6048906","0.0114","","","","","[object Object]"
"1003700775","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.01","7.01","0","0","0","0.79","0.91","4.16","1.14","0","1.42","0","0.21","509992","6044232","0.0267","","","","","[object Object]"
"1003700781","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","19.85","16.44","0","0","3.23","7.59","2.95","3.7","2.35","3.54","5.67","0.09","0.09","509851","6049794","0.0334","","","","","[object Object]"
"1003700783","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","38.02","30.5","0","0","7.44","10.42","5.72","7.29","6.35","7.35","13.62","0.3","0.3","512459","6047492","0.0231","","","","","[object Object]"
"1003700789","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.6","3.25","0","0","0.35","2.45","0.47","0.33","0","2.05","2.05","2.05","2.05","509107","6047109","0.0256","","","","","[object Object]"
"1003700801","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","35.74","28.88","0","0","6.77","9.4","5.23","7.18","6.35","7.05","13.32","0.68","1.72","512361","6047212","0.029","","","","","[object Object]"
"1003700811","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","39.12","35.71","0","0","3.23","10.9","11.52","8.58","4.86","4.95","9.1","0.32","0.32","511066","6049908","0.0084","","","","","[object Object]"
"1003700812","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.03","7.53","0","0","0.5","2.14","2.87","0.35","2.11","0.72","1.84","0.72","1.44","509197","6047967","0.0585","","","","","[object Object]"
"1003700813","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","78.42","65.24","0","0","12.6","22.43","24.89","10.98","7.29","8.61","20.71","1.75","2.23","511031","6041188","0","","","","","[object Object]"
"1003700814","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","87.73","74.15","0","0","13.01","27.09","26.24","13.56","7.6","10.59","23.02","1.98","2.31","510845","6042870","0.0036","","","","","[object Object]"
"1003700826","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","34.71","31.3","0","0","3.23","9.98","8.74","7.91","4.82","4.49","8.63","0.04","0.95","510682","6050132","0.0359","","","","","[object Object]"
"1003700831","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","12.54","11.61","0","0","0.93","4.81","3.37","0.94","2.44","3.81","5.61","3.09","3.77","512369","6049167","0.0251","","","","","[object Object]"
"1003700832","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","119.28","103.99","0","0","14.71","34.93","32.05","24.42","12.64","14.22","30.29","3.63","5.63","511388","6045357","0.0151","","","","","[object Object]"
"1003700836","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","19.76","16.35","0","0","3.23","7.59","2.86","3.7","2.35","3.45","5.58","0.13","0.13","509864","6049715","0.0334","","","","","[object Object]"
"1003700837","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","35.44","32.03","0","0","3.23","9.99","9.43","7.91","4.86","4.63","8.78","0.14","0.15","510811","6050067","0.0217","","","","","[object Object]"
"1003700840","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.3","8.3","0","0","0","1.23","1.06","4.16","1.85","0","1.64","0","0.22","510144","6044395","0.0478","","","","","[object Object]"
"1003700844","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","6.8","6.8","0","0","0","0.79","0.91","3.95","1.14","0","1.21","0","0.94","509792","6044196","0.0595","","","","","[object Object]"
"1003700861","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","26.11","22.7","0","0","3.23","9.57","4.96","5.62","2.7","4.45","7.27","0.91","1.31","510622","6050150","0.0502","","","","","[object Object]"
"1003700864","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","14.82","13.23","0","0","1.57","2.9","2.34","3.68","3.94","2.03","3.24","2.03","3.24","509843","6045102","0.025","","","","","[object Object]"
"1003700865","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","19.63","16.22","0","0","3.23","7.45","2.86","3.7","2.35","3.32","5.45","3.32","5.45","509824","6049598","0.0151","","","","","[object Object]"
"1003700871","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","2.23","2.23","0","0","0","0.32","0.79","0","1.11","1.12","1.12","0.33","0.33","515140","6038152","0.0204","","","","","[object Object]"
"1003700873","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","123.98","99.7","0","0","23.21","31.72","21.28","19.84","26.02","22.07","41.98","0.54","1.31","519449","6038368","0.0052","","","","","[object Object]"
"1003700887","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","11.13","10.49","0","0","0.64","9.39","0.74","0","0.36","2.47","2.56","1.2","1.29","511923","6038219","0","","","","","[object Object]"
"1003700910","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","2.9","1.05","0","0","1.84","0.27","0.04","0.69","0.05","0","1.58","0","1.58","516088","6017007","0.0264","","","","","[object Object]"
"1003700913","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","14.37","9.98","0","0","4.32","4.18","3.12","1.15","1.59","2.79","4.66","0.39","0.4","520738","6019121","0.0669","","","","","[object Object]"
"1003700915","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","16.07","11.68","0","0","4.32","5.44","3.39","1.31","1.59","2.9","4.93","0.11","0.27","520953","6018990","0.0212","","","","","[object Object]"
"1003700916","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","27.06","20.72","0","0","6.09","4.8","4.78","8.24","3.02","2.31","6.4","0.41","0.4","517312","6017640","0.0208","","","","","[object Object]"
"1003700929","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","232.95","128.68","0","0","103.29","85.99","22.04","12.73","8.25","25.33","98.82","2.89","36.33","521478","6021442","0","","","","","[object Object]"
"1003700930","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.11","2.4","0","0","0.68","1.95","0.45","0.03","0","0","1.24","0","0.19","519103","6022717","0.0094","","","","","[object Object]"
"1003700932","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","9.61","6.8","0","0","2.74","2.85","2.89","0.57","0.55","1.47","2.77","0.32","0.32","519623","6020108","0.0133","","","","","[object Object]"
"1003700947","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","2.93","2.22","0","0","0.68","1.76","0.45","0.03","0","0","1.05","0","1.05","518929","6022745","0.0101","","","","","[object Object]"
"1003700957","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","15.5","13.59","0","0","1.9","3.56","6.64","2.29","1.11","3.09","3.73","2.43","2.42","509082","6027553","0.0296","","","","","[object Object]"
"1003700967","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.34","4.27","0","0","0.07","3.77","0.51","0","0","0","1.31","0","0.06","515031","6016533","0.0153","","","","","[object Object]"
"1003700981","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","12.25","6.13","0","0","6.12","4.8","1.02","0.31","0","0.2","5.44","0.18","0.85","516602","6014327","0","","","","","[object Object]"
"1003700982","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","11.41","5.96","0","0","5.45","4.62","1.02","0.31","0","0.02","4.59","0.02","2.46","515840","6014136","0","","","","","[object Object]"
"1003700984","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","147.16","122.01","0","0","22.95","16.71","27.44","36.84","39.46","12.04","25.89","1.8","2.09","522881","6053651","0.0161","","","","","[object Object]"
"1003700986","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.46","4.83","0","0","2.63","2.34","1.84","0.25","0.22","1.01","2.34","0.08","0.08","530073","6015991","0.0393","","","","","[object Object]"
"1003700990","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","2.48","0.35","0","0","1.85","0.35","0","0","0","0.35","2.48","0.29","2.15","525478","6015299","0.0036","","","","","[object Object]"
"1003700995","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.99","3.31","0","0","1.44","1.2","1.43","0.14","0.54","0","1.14","0","0.59","525685","6022922","0.0273","","","","","[object Object]"
"1003701004","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","140.51","119.86","0","0","22.66","33.3","23.5","22.09","34.77","28.69","44.4","0.58","0.57","528466","6023621","0.0083","","","","","[object Object]"
"1003701005","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","138.91","118.43","0","0","22.49","32.72","22.65","22.09","34.77","28.11","43.83","3.34","3.35","528950","6023789","0.0067","","","","","[object Object]"
"1003701008","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.35","14.6","0","0","3.38","2.22","6.73","3.29","1.99","5.23","5.9","0.43","0.51","537451","6024093","0.0188","","","","","[object Object]"
"1003701010","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","17.45","14.33","0","0","3.13","5.66","1.78","3.42","3.13","3.33","6.49","2.98","3.57","531400","6023528","0.0254","","","","","[object Object]"
"1003701014","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.63","3.93","0","0","0.67","1.33","1.39","0.15","1.09","0.03","2.19","0.03","0.06","536528","6026232","0.0287","","","","","[object Object]"
"1003701018","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.13","3.06","0","0","2.05","2.46","0.56","0.06","0","1.04","1.14","0.03","0.03","529492","6017323","0.0029","","","","","[object Object]"
"1003701019","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.73","15.32","0","0","3.38","6.62","1.84","3.42","3.13","4.32","7.76","0.99","1.27","530691","6024089","0.0138","","","","","[object Object]"
"1003701021","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","114.36","97.88","0","0","18.52","22.15","20.81","17.64","31.64","20.45","32.72","2.77","2.97","531644","6024028","0.0086","","","","","[object Object]"
"1003701024","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","5.1","3.03","0","0","2.05","2.43","0.56","0.06","0","1.01","1.11","0.87","0.87","529519","6017324","0.0125","","","","","[object Object]"
"1003701025","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.23","6.29","0","0","0.93","2.02","0.72","0.38","3.13","0.35","2.28","0.35","2.28","533375","6021084","0.0195","","","","","[object Object]"
"1003701027","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","207.77","165.8","0","0","39.64","38.69","30.56","47.8","45.71","26.55","60.72","3.7","3.7","525350","6038583","0","","","","","[object Object]"
"1003701046","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","200.94","158.97","0","0","39.64","34.52","30.37","46.71","44.75","22.85","57.02","7.66","13.86","526433","6036126","0.0101","","","","","[object Object]"
"1003701073","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.73","18.24","0","0","0.49","6.79","3.7","4.24","3.51","2.54","4.69","0.66","0.66","519220","6049628","0.0321","","","","","[object Object]"
"1003701075","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","10.75","7.24","0","0","3.23","0.47","5.77","1","0.18","2.23","3.03","2.23","3.03","523702","6043877","0.0547","","","","","[object Object]"
"1003701102","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","18.26","15.01","0","0","3.05","2.52","3.59","3.87","4.88","1.01","3.52","0.03","0.53","519823","6041065","0.0167","","","","","[object Object]"
"1003701109","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","175.85","132.87","0","0","37.6","15.14","28.86","34.78","52.56","17.95","59.67","17.95","58.99","534807","6043394","0.0096","","","","","[object Object]"
"1003701150","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","60.44","47.81","0","0","12.05","7.4","11.3","6.32","20.42","10.2","23.09","4.35","12.42","544080","6042811","0.0068","","","","","[object Object]"
"1003701163","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","15.85","15.37","0","0","0.49","6.12","2.49","3.56","3.2","0.83","2.99","0.47","1.17","520372","6050524","0.024","","","","","[object Object]"
"1003701173","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.59","7.87","0","0","0.72","0.65","2.92","1.72","2","0","2.05","0","0.85","516890","6060471","0.027","","","","","[object Object]"
"1003701177","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.17","7.97","0","0","0.21","3.19","3.34","0.84","0.59","0","1.23","0","1.03","519715","6053022","0.0363","","","","","[object Object]"
"1003701206","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.97","8.24","0","0","0.72","1.02","2.92","1.72","2","0","2.43","0","0.22","516803","6060115","0.026","","","","","[object Object]"
"1003701207","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","10.45","10.34","0","0","0.11","3.22","2.48","2.52","2.12","0.36","1.82","0.36","1.82","520712","6050811","0.013","","","","","[object Object]"
"1003701213","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","8.75","8.03","0","0","0.72","0.81","2.92","1.72","2","0","2.21","0","0.16","516856","6060316","0.026","","","","","[object Object]"
"1003701226","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","128.8","106.06","0","0","20.57","13.9","25.12","34.03","32.97","10.24","23.8","2.7","7.16","523449","6052373","0.0126","","","","","[object Object]"
"1003701233","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","41.6","36.69","0","0","4.51","10.43","11.59","7.84","6.22","3.59","10.19","1.34","3.1","516344","6059879","0","","","","","[object Object]"
"1003701235","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","7.28","6.56","0","0","0.72","0.65","1.83","1.5","2","0","1.2","0","1.2","517588","6060500","0.037","","","","","[object Object]"
"1003701240","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","10.85","10.85","0","0","0","1.4","1.02","2.27","5.83","1.22","2.22","0.47","0.47","529821","6051978","0.0378","","","","","[object Object]"
"1003701245","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","9.26","9.26","0","0","0","1.23","0.71","2.27","4.72","0.75","1.75","0.75","1.75","530237","6051889","0.0165","","","","","[object Object]"
"1003701258","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","105.73","96.78","0","0","8.68","17.95","16.1","21.82","33.62","10.13","23.86","0.64","0.64","517561","6067891","0.0165","","","","","[object Object]"
"1003701268","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","28.27","27.02","0","0","1.19","2.5","8.48","7.6","7.56","3.47","4.48","0.1","0.09","513678","6067261","0.0177","","","","","[object Object]"
"1003701270","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","126.37","114.96","0","0","11","21.63","20.74","24.15","39.91","12.67","28.9","2.54","5.04","515926","6067111","0.0151","","","","","[object Object]"
"1003701291","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","15.31","14.78","0","0","0.53","1.59","2.88","4.6","5.04","0.53","1.55","0.53","1.55","514779","6069588","0.0317","","","","","[object Object]"
"1003701315","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","16.12","14.66","0","0","1.44","1.68","1.9","4.49","5.19","1.15","2.75","1.15","2.61","520847","6068055","0.0053","","","","","[object Object]"
"1003701327","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","28.34","27.09","0","0","1.19","2.57","8.48","7.6","7.56","3.54","4.55","0.07","0.07","513610","6067267","0.0163","","","","","[object Object]"
"1003701329","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","21.38","16.03","0","0","5.26","2.13","1.97","5.79","5.58","1.35","3.28","1.17","2.78","524034","6071437","0.0257","","","","","[object Object]"
"1003701336","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","30.76","28.96","0","0","1.74","4.19","8.68","7.66","7.56","3.72","4.73","0.18","0.18","513442","6067231","0.0011","","","","","[object Object]"
"1003701342","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","42.2","34.06","0","0","7.84","9.08","6.29","6.65","11.31","7.26","12.71","4.55","6.53","515055","6062342","0.0073","","","","","[object Object]"
"1003701367","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","10.33","10.22","0","0","0.11","0.56","3.64","4.1","1.85","0.36","1.43","0","0.85","512316","6050818","0.0356","","","","","[object Object]"
"1003701392","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","55.41","51.89","0","0","3.34","15.25","15.52","14.02","7.18","7.94","13.15","2.16","2.17","512681","6050594","0.0041","","","","","[object Object]"
"1003701397","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","128.53","95.79","0","0","30.91","20.24","17.35","33.31","23.2","14.52","40.37","4.06","10.65","531845","6033498","0.0654","","","","","[object Object]"
"1003701402","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","49.01","28.6","0","0","20.22","21.3","4.88","1.66","0.77","9.16","20.25","3.46","8.91","526184","6017423","0","","","","","[object Object]"
"1003701407","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","3.16","3.16","0","0","0","0","0.46","1.47","1.23","0","1.47","0","1.47","536874","6032770","0.0516","","","","","[object Object]"
"1003701423","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","132.47","114.01","0","0","17.89","41.22","34.19","26.01","12.64","15.89","33.33","1.67","3.04","512550","6046426","0.0292","","","","","[object Object]"
"1003701424","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","39.15","35.74","0","0","3.23","10.93","11.52","8.58","4.86","4.98","9.13","0.03","0.03","511091","6049926","0.0084","","","","","[object Object]"
"1003701427","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","39.21","35.8","0","0","3.23","10.99","11.52","8.58","4.86","5.05","9.19","0.07","0.06","511129","6049974","0.0285","","","","","[object Object]"
"1003701453","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","16.9","9.54","0","0","7.29","7.06","0.99","1.02","0.54","3.66","6.8","2.26","3.84","528284","6016981","0.0039","","","","","[object Object]"
"1003701488","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.5","2.96","0","0","1.44","2.88","0.17","0","0","0.5","1.88","0.16","0.67","518011","6046519","0","","","","","[object Object]"
"1003701497","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","133.65","108.47","0","0","24.4","33.78","19.93","29.03","23.92","13.28","27.99","7.95","11.8","498209","6062104","0.012","","","","","[object Object]"
"1003701553","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","4.2","1.61","0","0","2.31","1.46","0.11","0.04","0","1.57","4.2","0.08","0.25","524034","6015621","0.0114","","","","","[object Object]"
"1003701554","","","https://hillcrestgeo.ca/outgoing/fishpassage/projects/parsnip/archive/2022-05-27/FishPassage_.pdf","","","POTENTIAL","{}","58.8","33.49","0","0","25.13","23.87","7.2","1.66","0.77","9.26","23.32","0.1","3.07","524469","6017866","0","","","","","[object Object]"
